,chunk,label
53,subject_55_j489ubvnol_vid_1_32.mp4,Highly-Engaged
54,subject_55_j489ubvnol_vid_1_4.mp4,Engaged
55,subject_55_j489ubvnol_vid_1_5.mp4,Highly-Engaged
56,subject_55_j489ubvnol_vid_1_6.mp4,Highly-Engaged
57,subject_55_j489ubvnol_vid_1_7.mp4,Highly-Engaged
58,subject_55_j489ubvnol_vid_1_8.mp4,Highly-Engaged
59,subject_55_j489ubvnol_vid_1_9.mp4,Engaged
60,subject_55_j489ubvnol_vid_2_0.mp4,Barely-engaged
61,subject_55_j489ubvnol_vid_2_1.mp4,Barely-engaged
62,subject_55_j489ubvnol_vid_2_10.mp4,Engaged
63,subject_55_j489ubvnol_vid_2_11.mp4,Highly-Engaged
64,subject_55_j489ubvnol_vid_2_12.mp4,Highly-Engaged
65,subject_55_j489ubvnol_vid_2_13.mp4,Highly-Engaged
66,subject_55_j489ubvnol_vid_2_14.mp4,Engaged
67,subject_55_j489ubvnol_vid_2_15.mp4,Highly-Engaged
68,subject_55_j489ubvnol_vid_2_16.mp4,Highly-Engaged
69,subject_55_j489ubvnol_vid_2_17.mp4,Engaged
70,subject_55_j489ubvnol_vid_2_18.mp4,Engaged
71,subject_55_j489ubvnol_vid_2_19.mp4,Engaged
72,subject_55_j489ubvnol_vid_2_2.mp4,Engaged
73,subject_55_j489ubvnol_vid_2_20.mp4,Engaged
74,subject_55_j489ubvnol_vid_2_21.mp4,Engaged
75,subject_55_j489ubvnol_vid_2_22.mp4,Barely-engaged
76,subject_55_j489ubvnol_vid_2_23.mp4,Barely-engaged
77,subject_55_j489ubvnol_vid_2_24.mp4,Engaged
78,subject_55_j489ubvnol_vid_2_25.mp4,Highly-Engaged
79,subject_55_j489ubvnol_vid_2_26.mp4,Highly-Engaged
80,subject_55_j489ubvnol_vid_2_27.mp4,Engaged
81,subject_55_j489ubvnol_vid_2_28.mp4,Engaged
82,subject_55_j489ubvnol_vid_2_29.mp4,Highly-Engaged
83,subject_55_j489ubvnol_vid_2_3.mp4,Highly-Engaged
84,subject_55_j489ubvnol_vid_2_30.mp4,Highly-Engaged
85,subject_55_j489ubvnol_vid_2_31.mp4,Highly-Engaged
86,subject_55_j489ubvnol_vid_2_4.mp4,Highly-Engaged
87,subject_55_j489ubvnol_vid_2_5.mp4,Highly-Engaged
88,subject_55_j489ubvnol_vid_2_6.mp4,Highly-Engaged
89,subject_55_j489ubvnol_vid_2_7.mp4,Engaged
90,subject_55_j489ubvnol_vid_2_8.mp4,Barely-engaged
91,subject_55_j489ubvnol_vid_2_9.mp4,Engaged
92,subject_68_0ng3yqwrg6_vid_0_0.mp4,Engaged
93,subject_68_0ng3yqwrg6_vid_0_1.mp4,Highly-Engaged
94,subject_68_0ng3yqwrg6_vid_0_10.mp4,Highly-Engaged
95,subject_68_0ng3yqwrg6_vid_0_11.mp4,Highly-Engaged
96,subject_68_0ng3yqwrg6_vid_0_12.mp4,Engaged
97,subject_68_0ng3yqwrg6_vid_0_13.mp4,Highly-Engaged
98,subject_68_0ng3yqwrg6_vid_0_14.mp4,Highly-Engaged
99,subject_68_0ng3yqwrg6_vid_0_15.mp4,Highly-Engaged
100,subject_68_0ng3yqwrg6_vid_0_16.mp4,Highly-Engaged
101,subject_68_0ng3yqwrg6_vid_0_17.mp4,Highly-Engaged
102,subject_68_0ng3yqwrg6_vid_0_18.mp4,Highly-Engaged
103,subject_68_0ng3yqwrg6_vid_0_19.mp4,Highly-Engaged
104,subject_68_0ng3yqwrg6_vid_0_2.mp4,Highly-Engaged
105,subject_68_0ng3yqwrg6_vid_0_20.mp4,Highly-Engaged
106,subject_68_0ng3yqwrg6_vid_0_21.mp4,Highly-Engaged
107,subject_68_0ng3yqwrg6_vid_0_22.mp4,Highly-Engaged
108,subject_68_0ng3yqwrg6_vid_0_23.mp4,Highly-Engaged
109,subject_68_0ng3yqwrg6_vid_0_24.mp4,Highly-Engaged
110,subject_68_0ng3yqwrg6_vid_0_25.mp4,Highly-Engaged
111,subject_68_0ng3yqwrg6_vid_0_26.mp4,Highly-Engaged
112,subject_68_0ng3yqwrg6_vid_0_27.mp4,Barely-engaged
113,subject_68_0ng3yqwrg6_vid_0_28.mp4,Barely-engaged
114,subject_68_0ng3yqwrg6_vid_0_3.mp4,Engaged
115,subject_68_0ng3yqwrg6_vid_0_4.mp4,Highly-Engaged
116,subject_68_0ng3yqwrg6_vid_0_5.mp4,Highly-Engaged
117,subject_68_0ng3yqwrg6_vid_0_6.mp4,Highly-Engaged
118,subject_68_0ng3yqwrg6_vid_0_7.mp4,Highly-Engaged
119,subject_68_0ng3yqwrg6_vid_0_8.mp4,Highly-Engaged
120,subject_68_0ng3yqwrg6_vid_0_9.mp4,Highly-Engaged
121,subject_68_0ng3yqwrg6_vid_1_0.mp4,Engaged
122,subject_68_0ng3yqwrg6_vid_1_1.mp4,Barely-engaged
123,subject_68_0ng3yqwrg6_vid_1_10.mp4,Highly-Engaged
124,subject_68_0ng3yqwrg6_vid_1_11.mp4,Highly-Engaged
125,subject_68_0ng3yqwrg6_vid_1_12.mp4,Highly-Engaged
126,subject_68_0ng3yqwrg6_vid_1_13.mp4,Engaged
127,subject_68_0ng3yqwrg6_vid_1_14.mp4,Engaged
128,subject_68_0ng3yqwrg6_vid_1_15.mp4,Highly-Engaged
129,subject_68_0ng3yqwrg6_vid_1_16.mp4,Highly-Engaged
130,subject_68_0ng3yqwrg6_vid_1_17.mp4,Engaged
131,subject_68_0ng3yqwrg6_vid_1_18.mp4,Highly-Engaged
132,subject_68_0ng3yqwrg6_vid_1_19.mp4,Barely-engaged
133,subject_68_0ng3yqwrg6_vid_1_2.mp4,Engaged
134,subject_68_0ng3yqwrg6_vid_1_20.mp4,Highly-Engaged
135,subject_68_0ng3yqwrg6_vid_1_21.mp4,Highly-Engaged
136,subject_68_0ng3yqwrg6_vid_1_22.mp4,Highly-Engaged
137,subject_68_0ng3yqwrg6_vid_1_23.mp4,Highly-Engaged
138,subject_68_0ng3yqwrg6_vid_1_24.mp4,Highly-Engaged
139,subject_68_0ng3yqwrg6_vid_1_25.mp4,Highly-Engaged
140,subject_68_0ng3yqwrg6_vid_1_26.mp4,Highly-Engaged
141,subject_68_0ng3yqwrg6_vid_1_27.mp4,Engaged
142,subject_68_0ng3yqwrg6_vid_1_28.mp4,Highly-Engaged
143,subject_68_0ng3yqwrg6_vid_1_29.mp4,Engaged
144,subject_68_0ng3yqwrg6_vid_1_3.mp4,Engaged
145,subject_68_0ng3yqwrg6_vid_1_30.mp4,Highly-Engaged
146,subject_68_0ng3yqwrg6_vid_1_31.mp4,Highly-Engaged
147,subject_68_0ng3yqwrg6_vid_1_32.mp4,Barely-engaged
148,subject_68_0ng3yqwrg6_vid_1_33.mp4,Highly-Engaged
149,subject_68_0ng3yqwrg6_vid_1_34.mp4,Highly-Engaged
150,subject_68_0ng3yqwrg6_vid_1_4.mp4,Highly-Engaged
151,subject_68_0ng3yqwrg6_vid_1_5.mp4,Highly-Engaged
152,subject_68_0ng3yqwrg6_vid_1_6.mp4,Highly-Engaged
153,subject_68_0ng3yqwrg6_vid_1_7.mp4,Highly-Engaged
154,subject_68_0ng3yqwrg6_vid_1_8.mp4,Highly-Engaged
155,subject_68_0ng3yqwrg6_vid_1_9.mp4,Highly-Engaged
156,subject_68_0ng3yqwrg6_vid_2_0.mp4,Not-Engaged
157,subject_68_0ng3yqwrg6_vid_2_1.mp4,Highly-Engaged
158,subject_68_0ng3yqwrg6_vid_2_10.mp4,Highly-Engaged
159,subject_68_0ng3yqwrg6_vid_2_11.mp4,Highly-Engaged
160,subject_68_0ng3yqwrg6_vid_2_12.mp4,Highly-Engaged
161,subject_68_0ng3yqwrg6_vid_2_13.mp4,Highly-Engaged
162,subject_68_0ng3yqwrg6_vid_2_14.mp4,Highly-Engaged
163,subject_68_0ng3yqwrg6_vid_2_15.mp4,Barely-engaged
164,subject_68_0ng3yqwrg6_vid_2_16.mp4,Highly-Engaged
165,subject_68_0ng3yqwrg6_vid_2_17.mp4,Highly-Engaged
166,subject_68_0ng3yqwrg6_vid_2_18.mp4,Highly-Engaged
167,subject_68_0ng3yqwrg6_vid_2_19.mp4,Highly-Engaged
168,subject_68_0ng3yqwrg6_vid_2_2.mp4,Highly-Engaged
169,subject_68_0ng3yqwrg6_vid_2_20.mp4,Barely-engaged
170,subject_68_0ng3yqwrg6_vid_2_21.mp4,Highly-Engaged
171,subject_68_0ng3yqwrg6_vid_2_22.mp4,Not-Engaged
172,subject_68_0ng3yqwrg6_vid_2_23.mp4,Highly-Engaged
173,subject_68_0ng3yqwrg6_vid_2_24.mp4,Engaged
174,subject_68_0ng3yqwrg6_vid_2_25.mp4,Highly-Engaged
175,subject_68_0ng3yqwrg6_vid_2_26.mp4,Highly-Engaged
176,subject_68_0ng3yqwrg6_vid_2_27.mp4,Engaged
177,subject_68_0ng3yqwrg6_vid_2_28.mp4,Highly-Engaged
178,subject_68_0ng3yqwrg6_vid_2_29.mp4,Highly-Engaged
179,subject_68_0ng3yqwrg6_vid_2_3.mp4,Highly-Engaged
180,subject_68_0ng3yqwrg6_vid_2_30.mp4,Highly-Engaged
181,subject_68_0ng3yqwrg6_vid_2_4.mp4,Highly-Engaged
182,subject_68_0ng3yqwrg6_vid_2_5.mp4,Highly-Engaged
183,subject_68_0ng3yqwrg6_vid_2_6.mp4,Highly-Engaged
184,subject_68_0ng3yqwrg6_vid_2_7.mp4,Highly-Engaged
185,subject_68_0ng3yqwrg6_vid_2_8.mp4,Barely-engaged
186,subject_68_0ng3yqwrg6_vid_2_9.mp4,Engaged
187,subject_2_thw33jke4j_vid_0_0.mp4,Engaged
188,subject_2_thw33jke4j_vid_0_1.mp4,Highly-Engaged
189,subject_2_thw33jke4j_vid_0_10.mp4,Barely-engaged
190,subject_2_thw33jke4j_vid_0_11.mp4,Engaged
191,subject_2_thw33jke4j_vid_0_12.mp4,Barely-engaged
192,subject_2_thw33jke4j_vid_0_13.mp4,Engaged
193,subject_2_thw33jke4j_vid_0_14.mp4,Engaged
194,subject_2_thw33jke4j_vid_0_15.mp4,Highly-Engaged
195,subject_2_thw33jke4j_vid_0_16.mp4,Engaged
196,subject_2_thw33jke4j_vid_0_17.mp4,Engaged
197,subject_2_thw33jke4j_vid_0_18.mp4,Engaged
198,subject_2_thw33jke4j_vid_0_19.mp4,Highly-Engaged
199,subject_2_thw33jke4j_vid_0_2.mp4,Highly-Engaged
200,subject_2_thw33jke4j_vid_0_20.mp4,Highly-Engaged
201,subject_2_thw33jke4j_vid_0_21.mp4,Highly-Engaged
202,subject_2_thw33jke4j_vid_0_22.mp4,Highly-Engaged
203,subject_2_thw33jke4j_vid_0_23.mp4,Highly-Engaged
204,subject_2_thw33jke4j_vid_0_24.mp4,Highly-Engaged
205,subject_2_thw33jke4j_vid_0_25.mp4,Highly-Engaged
206,subject_2_thw33jke4j_vid_0_26.mp4,Highly-Engaged
207,subject_2_thw33jke4j_vid_0_27.mp4,Highly-Engaged
208,subject_2_thw33jke4j_vid_0_3.mp4,Highly-Engaged
209,subject_2_thw33jke4j_vid_0_4.mp4,Highly-Engaged
210,subject_2_thw33jke4j_vid_0_5.mp4,Highly-Engaged
211,subject_2_thw33jke4j_vid_0_6.mp4,Highly-Engaged
212,subject_2_thw33jke4j_vid_0_7.mp4,Engaged
213,subject_2_thw33jke4j_vid_0_8.mp4,Highly-Engaged
214,subject_2_thw33jke4j_vid_0_9.mp4,Engaged
215,subject_2_thw33jke4j_vid_1_0.mp4,Highly-Engaged
216,subject_2_thw33jke4j_vid_1_1.mp4,Highly-Engaged
217,subject_2_thw33jke4j_vid_1_10.mp4,Highly-Engaged
218,subject_2_thw33jke4j_vid_1_11.mp4,Barely-engaged
219,subject_2_thw33jke4j_vid_1_12.mp4,Engaged
220,subject_2_thw33jke4j_vid_1_13.mp4,Highly-Engaged
221,subject_2_thw33jke4j_vid_1_14.mp4,Engaged
222,subject_2_thw33jke4j_vid_1_15.mp4,Engaged
223,subject_2_thw33jke4j_vid_1_16.mp4,Engaged
224,subject_2_thw33jke4j_vid_1_17.mp4,Engaged
225,subject_2_thw33jke4j_vid_1_18.mp4,Engaged
226,subject_2_thw33jke4j_vid_1_19.mp4,Engaged
227,subject_2_thw33jke4j_vid_1_2.mp4,Engaged
228,subject_2_thw33jke4j_vid_1_20.mp4,Highly-Engaged
229,subject_2_thw33jke4j_vid_1_21.mp4,Engaged
230,subject_2_thw33jke4j_vid_1_22.mp4,Barely-engaged
231,subject_2_thw33jke4j_vid_1_23.mp4,Engaged
232,subject_2_thw33jke4j_vid_1_24.mp4,Engaged
233,subject_2_thw33jke4j_vid_1_25.mp4,Engaged
234,subject_2_thw33jke4j_vid_1_26.mp4,Engaged
235,subject_2_thw33jke4j_vid_1_27.mp4,Not-Engaged
236,subject_2_thw33jke4j_vid_1_28.mp4,Not-Engaged
237,subject_2_thw33jke4j_vid_1_29.mp4,Not-Engaged
238,subject_2_thw33jke4j_vid_1_3.mp4,Barely-engaged
239,subject_2_thw33jke4j_vid_1_30.mp4,Not-Engaged
240,subject_2_thw33jke4j_vid_1_31.mp4,Not-Engaged
241,subject_2_thw33jke4j_vid_1_32.mp4,Not-Engaged
242,subject_2_thw33jke4j_vid_1_33.mp4,Not-Engaged
243,subject_2_thw33jke4j_vid_1_34.mp4,Not-Engaged
244,subject_2_thw33jke4j_vid_1_35.mp4,Not-Engaged
245,subject_2_thw33jke4j_vid_1_36.mp4,Not-Engaged
246,subject_2_thw33jke4j_vid_1_37.mp4,Not-Engaged
247,subject_2_thw33jke4j_vid_1_38.mp4,Not-Engaged
248,subject_2_thw33jke4j_vid_1_39.mp4,Barely-engaged
249,subject_2_thw33jke4j_vid_1_4.mp4,Barely-engaged
250,subject_2_thw33jke4j_vid_1_40.mp4,Engaged
251,subject_2_thw33jke4j_vid_1_41.mp4,Engaged
252,subject_2_thw33jke4j_vid_1_42.mp4,Engaged
253,subject_2_thw33jke4j_vid_1_43.mp4,Engaged
254,subject_2_thw33jke4j_vid_1_5.mp4,Highly-Engaged
255,subject_2_thw33jke4j_vid_1_6.mp4,Highly-Engaged
256,subject_2_thw33jke4j_vid_1_7.mp4,Highly-Engaged
257,subject_2_thw33jke4j_vid_1_8.mp4,Barely-engaged
258,subject_2_thw33jke4j_vid_1_9.mp4,Engaged
259,subject_2_thw33jke4j_vid_2_0.mp4,Barely-engaged
260,subject_2_thw33jke4j_vid_2_1.mp4,Barely-engaged
261,subject_2_thw33jke4j_vid_2_10.mp4,Highly-Engaged
262,subject_2_thw33jke4j_vid_2_11.mp4,Highly-Engaged
263,subject_2_thw33jke4j_vid_2_12.mp4,Engaged
264,subject_2_thw33jke4j_vid_2_13.mp4,Barely-engaged
265,subject_2_thw33jke4j_vid_2_14.mp4,Engaged
266,subject_2_thw33jke4j_vid_2_15.mp4,Engaged
267,subject_2_thw33jke4j_vid_2_16.mp4,Barely-engaged
268,subject_2_thw33jke4j_vid_2_17.mp4,Barely-engaged
269,subject_2_thw33jke4j_vid_2_18.mp4,Barely-engaged
270,subject_2_thw33jke4j_vid_2_19.mp4,Barely-engaged
271,subject_2_thw33jke4j_vid_2_2.mp4,Engaged
272,subject_2_thw33jke4j_vid_2_20.mp4,Highly-Engaged
273,subject_2_thw33jke4j_vid_2_21.mp4,Engaged
274,subject_2_thw33jke4j_vid_2_22.mp4,Highly-Engaged
275,subject_2_thw33jke4j_vid_2_23.mp4,Barely-engaged
276,subject_2_thw33jke4j_vid_2_24.mp4,Highly-Engaged
277,subject_2_thw33jke4j_vid_2_25.mp4,Highly-Engaged
278,subject_2_thw33jke4j_vid_2_26.mp4,Highly-Engaged
279,subject_2_thw33jke4j_vid_2_27.mp4,Engaged
280,subject_2_thw33jke4j_vid_2_28.mp4,Highly-Engaged
281,subject_2_thw33jke4j_vid_2_29.mp4,Highly-Engaged
282,subject_2_thw33jke4j_vid_2_3.mp4,Engaged
283,subject_2_thw33jke4j_vid_2_30.mp4,Highly-Engaged
284,subject_2_thw33jke4j_vid_2_31.mp4,Highly-Engaged
285,subject_2_thw33jke4j_vid_2_32.mp4,Highly-Engaged
286,subject_2_thw33jke4j_vid_2_33.mp4,Highly-Engaged
287,subject_2_thw33jke4j_vid_2_34.mp4,Barely-engaged
288,subject_2_thw33jke4j_vid_2_35.mp4,Not-Engaged
289,subject_2_thw33jke4j_vid_2_36.mp4,Not-Engaged
290,subject_2_thw33jke4j_vid_2_37.mp4,Not-Engaged
291,subject_2_thw33jke4j_vid_2_38.mp4,Not-Engaged
292,subject_2_thw33jke4j_vid_2_39.mp4,Not-Engaged
293,subject_2_thw33jke4j_vid_2_4.mp4,Engaged
294,subject_2_thw33jke4j_vid_2_40.mp4,Not-Engaged
295,subject_2_thw33jke4j_vid_2_41.mp4,Not-Engaged
296,subject_2_thw33jke4j_vid_2_42.mp4,Engaged
297,subject_2_thw33jke4j_vid_2_43.mp4,Engaged
298,subject_2_thw33jke4j_vid_2_5.mp4,Barely-engaged
299,subject_2_thw33jke4j_vid_2_6.mp4,Barely-engaged
300,subject_2_thw33jke4j_vid_2_7.mp4,Highly-Engaged
301,subject_2_thw33jke4j_vid_2_8.mp4,Barely-engaged
302,subject_2_thw33jke4j_vid_2_9.mp4,Highly-Engaged
303,subject_59_fdszb02ucf_vid_0_0.mp4,Barely-engaged
304,subject_59_fdszb02ucf_vid_0_1.mp4,Not-Engaged
305,subject_59_fdszb02ucf_vid_0_10.mp4,Highly-Engaged
306,subject_59_fdszb02ucf_vid_0_11.mp4,Engaged
307,subject_59_fdszb02ucf_vid_0_12.mp4,Barely-engaged
308,subject_59_fdszb02ucf_vid_0_13.mp4,Engaged
309,subject_59_fdszb02ucf_vid_0_14.mp4,Engaged
310,subject_59_fdszb02ucf_vid_0_15.mp4,Highly-Engaged
311,subject_59_fdszb02ucf_vid_0_16.mp4,Highly-Engaged
312,subject_59_fdszb02ucf_vid_0_17.mp4,Highly-Engaged
313,subject_59_fdszb02ucf_vid_0_18.mp4,Highly-Engaged
314,subject_59_fdszb02ucf_vid_0_19.mp4,Engaged
315,subject_59_fdszb02ucf_vid_0_2.mp4,Highly-Engaged
316,subject_59_fdszb02ucf_vid_0_20.mp4,Highly-Engaged
317,subject_59_fdszb02ucf_vid_0_21.mp4,Highly-Engaged
318,subject_59_fdszb02ucf_vid_0_22.mp4,Highly-Engaged
319,subject_59_fdszb02ucf_vid_0_23.mp4,Highly-Engaged
320,subject_59_fdszb02ucf_vid_0_24.mp4,Engaged
321,subject_59_fdszb02ucf_vid_0_25.mp4,Highly-Engaged
322,subject_59_fdszb02ucf_vid_0_26.mp4,Engaged
323,subject_59_fdszb02ucf_vid_0_27.mp4,Engaged
324,subject_59_fdszb02ucf_vid_0_28.mp4,Highly-Engaged
325,subject_59_fdszb02ucf_vid_0_29.mp4,Highly-Engaged
326,subject_59_fdszb02ucf_vid_0_3.mp4,Highly-Engaged
327,subject_59_fdszb02ucf_vid_0_4.mp4,Highly-Engaged
328,subject_59_fdszb02ucf_vid_0_5.mp4,Highly-Engaged
329,subject_59_fdszb02ucf_vid_0_6.mp4,Highly-Engaged
330,subject_59_fdszb02ucf_vid_0_7.mp4,Highly-Engaged
331,subject_59_fdszb02ucf_vid_0_8.mp4,Highly-Engaged
332,subject_59_fdszb02ucf_vid_0_9.mp4,Highly-Engaged
333,subject_59_fdszb02ucf_vid_1_0.mp4,Engaged
334,subject_59_fdszb02ucf_vid_1_1.mp4,Engaged
335,subject_59_fdszb02ucf_vid_1_10.mp4,Highly-Engaged
336,subject_59_fdszb02ucf_vid_1_11.mp4,Engaged
337,subject_59_fdszb02ucf_vid_1_12.mp4,Barely-engaged
338,subject_59_fdszb02ucf_vid_1_13.mp4,Engaged
339,subject_59_fdszb02ucf_vid_1_14.mp4,Engaged
340,subject_59_fdszb02ucf_vid_1_15.mp4,Engaged
341,subject_59_fdszb02ucf_vid_1_16.mp4,Highly-Engaged
342,subject_59_fdszb02ucf_vid_1_17.mp4,Highly-Engaged
343,subject_59_fdszb02ucf_vid_1_18.mp4,Highly-Engaged
344,subject_59_fdszb02ucf_vid_1_19.mp4,Engaged
345,subject_59_fdszb02ucf_vid_1_2.mp4,Highly-Engaged
346,subject_59_fdszb02ucf_vid_1_20.mp4,Highly-Engaged
347,subject_59_fdszb02ucf_vid_1_21.mp4,Engaged
348,subject_59_fdszb02ucf_vid_1_22.mp4,Engaged
349,subject_59_fdszb02ucf_vid_1_23.mp4,Engaged
350,subject_59_fdszb02ucf_vid_1_24.mp4,Highly-Engaged
351,subject_59_fdszb02ucf_vid_1_25.mp4,Highly-Engaged
352,subject_59_fdszb02ucf_vid_1_26.mp4,Highly-Engaged
353,subject_59_fdszb02ucf_vid_1_27.mp4,Highly-Engaged
354,subject_59_fdszb02ucf_vid_1_28.mp4,Highly-Engaged
355,subject_59_fdszb02ucf_vid_1_29.mp4,Barely-engaged
356,subject_59_fdszb02ucf_vid_1_3.mp4,Engaged
357,subject_59_fdszb02ucf_vid_1_30.mp4,Highly-Engaged
358,subject_59_fdszb02ucf_vid_1_31.mp4,Highly-Engaged
359,subject_59_fdszb02ucf_vid_1_32.mp4,Highly-Engaged
360,subject_59_fdszb02ucf_vid_1_33.mp4,Highly-Engaged
361,subject_59_fdszb02ucf_vid_1_4.mp4,Highly-Engaged
362,subject_59_fdszb02ucf_vid_1_5.mp4,Engaged
363,subject_59_fdszb02ucf_vid_1_6.mp4,Engaged
364,subject_59_fdszb02ucf_vid_1_7.mp4,Engaged
365,subject_59_fdszb02ucf_vid_1_8.mp4,Engaged
366,subject_59_fdszb02ucf_vid_1_9.mp4,Highly-Engaged
367,subject_59_fdszb02ucf_vid_2_0.mp4,Highly-Engaged
368,subject_59_fdszb02ucf_vid_2_1.mp4,Highly-Engaged
369,subject_59_fdszb02ucf_vid_2_10.mp4,Engaged
370,subject_59_fdszb02ucf_vid_2_11.mp4,Highly-Engaged
371,subject_59_fdszb02ucf_vid_2_12.mp4,Highly-Engaged
372,subject_59_fdszb02ucf_vid_2_13.mp4,Highly-Engaged
373,subject_59_fdszb02ucf_vid_2_14.mp4,Engaged
374,subject_59_fdszb02ucf_vid_2_15.mp4,Engaged
375,subject_59_fdszb02ucf_vid_2_16.mp4,Highly-Engaged
376,subject_59_fdszb02ucf_vid_2_17.mp4,Engaged
377,subject_59_fdszb02ucf_vid_2_18.mp4,Engaged
378,subject_59_fdszb02ucf_vid_2_19.mp4,Highly-Engaged
379,subject_59_fdszb02ucf_vid_2_2.mp4,Highly-Engaged
380,subject_59_fdszb02ucf_vid_2_20.mp4,Engaged
381,subject_59_fdszb02ucf_vid_2_21.mp4,Engaged
382,subject_59_fdszb02ucf_vid_2_22.mp4,Not-Engaged
383,subject_59_fdszb02ucf_vid_2_23.mp4,Not-Engaged
384,subject_59_fdszb02ucf_vid_2_24.mp4,Highly-Engaged
385,subject_59_fdszb02ucf_vid_2_25.mp4,Engaged
386,subject_59_fdszb02ucf_vid_2_26.mp4,Engaged
387,subject_59_fdszb02ucf_vid_2_27.mp4,Highly-Engaged
388,subject_59_fdszb02ucf_vid_2_28.mp4,Highly-Engaged
389,subject_59_fdszb02ucf_vid_2_29.mp4,Highly-Engaged
390,subject_59_fdszb02ucf_vid_2_3.mp4,Highly-Engaged
391,subject_59_fdszb02ucf_vid_2_30.mp4,Highly-Engaged
392,subject_59_fdszb02ucf_vid_2_31.mp4,Highly-Engaged
393,subject_59_fdszb02ucf_vid_2_4.mp4,Engaged
394,subject_59_fdszb02ucf_vid_2_5.mp4,Highly-Engaged
395,subject_59_fdszb02ucf_vid_2_6.mp4,Highly-Engaged
396,subject_59_fdszb02ucf_vid_2_7.mp4,Engaged
397,subject_59_fdszb02ucf_vid_2_8.mp4,Engaged
398,subject_59_fdszb02ucf_vid_2_9.mp4,Highly-Engaged
399,subject_9_60qs8b2wf7_vid_0_0.mp4,Highly-Engaged
400,subject_9_60qs8b2wf7_vid_0_1.mp4,Highly-Engaged
401,subject_9_60qs8b2wf7_vid_0_10.mp4,Highly-Engaged
402,subject_9_60qs8b2wf7_vid_0_11.mp4,Highly-Engaged
